"","Mean_Age","SD_Age","Prop_Male","MeanZ","SDZ","MeanB","SDB","MeanP","SDP","chart","EstMeanZ_p_cdf","EstSDZ_p_cdf","EstMeanZ_p_samp","EstSDZ_p_samp","EstMeanZ_p_opt_dist","EstSDZ_p_opt_dist","EstMeanZ_p_opt_samp","EstSDZ_p_opt_samp","ConvergeP","NaiveP","NaiveP_SD","EstMeanZ_b_samp","EstSDZ_b_samp","EstMeanZ_b_opt_dist","EstSDZ_b_opt_dist","EstMeanZ_b_opt_samp","EstSDZ_b_opt_samp","ConvergeB","Num_ZAdjB","NaiveB","NaiveB_SD"
"64",139.90544126539,48.4543161450026,0.515,1.88277601121208,0.852975534731305,23.0981510456275,1.01182394952085,0.92584666304297,0.085571631734227,"IOTF",1.70697901566872,0.628037371608267,1.79842408469255,0.755959852627387,1.63,0.56,1.62346045055713,0.565868345300577,"Y",1.44553854656881,-1.36853951029073,2.08878458150949,0.981523517751243,-46.7430292525495,-49.3799104950943,-48.3675795862728,42.9402470598382,"N",2,1.84048038274035,-403.214149724952
"65",133.764154325179,42.7977186909261,0.54,1.99710558569041,0.816716685684305,23.2250090496638,1.01583908971223,0.943416217054714,0.0696957693835103,"IOTF",1.85825080444385,0.613231914512689,1.94456100167793,0.764188640211351,1.718,0.528,1.74740475573627,0.531287458128029,"Y",1.58411493677585,-1.47806067448404,2.05577352982695,0.943921022416047,-46.9448253807439,-49.4516973862544,-48.4699117175886,42.1895657217084,"N",1,1.95240280204267,-415.748026097742
"66",137.411431158646,45.8999286195804,0.54,1.98618421491282,0.867560761856743,23.408433939427,1.02282833957201,0.937857616088183,0.069243995252432,"IOTF",1.76822603766294,0.568728197640591,1.83336182679704,0.687778839287414,1.672,0.51,1.67816168572921,0.50561679650589,"Y",1.53703488109457,-1.48144515142919,2.1034592372638,0.949610891681267,-46.2798713249295,-48.932338197127,-48.9722501319501,41.8777342929467,"N",1,1.90358095150211,-396.363551262864
"67",137.969103736645,46.069482517106,0.435,2.02667665196416,0.869659096926946,23.6875040947719,1.02922051604726,0.942047955776587,0.0712082412842859,"IOTF",1.84698944252215,0.616528895368336,1.93357933139004,0.761785524679744,1.762,0.556,1.75637022794602,0.569428663697675,"Y",1.5722003753163,-1.46685140414975,2.15849096920205,0.96055508166405,-46.6373530345493,-49.3001870044124,-48.785541112792,42.9284271598296,"N",1,1.81388624149875,-296.378601882816
"68",137.488395341341,44.559740700108,0.555,2.07058854367817,0.81085700257881,23.8274805133174,1.00709971237541,0.950230374737628,0.0618101209783915,"IOTF",1.91549904807629,0.593694009315291,2.01634087340321,0.749405272393142,1.78,0.506,1.79613533275552,0.509820822091762,"Y",1.64709144872972,-1.53975435503449,2.19359115876663,0.936183386677576,-46.4179891591001,-49.1931419430395,-49.0710706871671,43.7893629783423,"N",0,1.98547011020784,-406.214163977121
"69",138.104408971709,45.4082753886771,0.485,2.0381057906846,0.849438734936669,23.7647452468169,1.02229774402397,0.944619485433351,0.0662835683892218,"IOTF",1.85231651336151,0.590803981977464,1.93366269305726,0.730224088422813,1.716,0.494,1.73515170184113,0.494598105127587,"Y",1.59478184106191,-1.50405526780048,2.19333412304744,0.961886048609565,-46.8088569851265,-49.538047301933,-48.8779498344222,42.3001116168741,"N",2,1.82870127795939,-299.354163444971
"70",137.491729600495,45.4465832879244,0.555,2.13935462946695,0.795436442683215,24.1502898320286,1.01230366533447,0.95684681717651,0.0509048159801922,"IOTF",1.94960642281548,0.540358592752394,2.03150367202322,0.686133398720859,1.854,0.44,1.82552444052815,0.450831821053497,"Y",1.715211999534,-1.6361431463092,2.29285245542465,0.952357359021681,-46.3711546490213,-49.2229217918715,-51.2241700836634,43.7118756314038,"N",2,2.04607795103128,-402.91152498677
"71",135.479395021596,43.000754825859,0.5,2.1608544338081,0.77959289555441,24.1637092098986,1.01866461930159,0.960268398217602,0.0467665533599824,"IOTF",1.98259136142642,0.527175760012532,2.04735837962768,0.657039947290224,1.854,0.458,1.8560309459454,0.442551947115104,"Y",1.75380921491372,-1.67704794507802,2.24068288044275,0.926946780557665,-46.5572353259008,-49.3046888299066,-48.108536580033,43.6488829629756,"N",1,2.04855255534351,-398.933287280506
"72",135.816824184204,45.0649536015224,0.475,2.15320725481771,0.849448965398773,24.1518296328978,1.01235321324284,0.953221648045689,0.0594005791184614,"IOTF",1.9521851118411,0.596013201423005,2.05831253052671,0.765181636393706,1.844,0.506,1.82610337891648,0.507936323530087,"Y",1.67692727470315,-1.55982535388586,2.27557408954005,0.964254048657022,-46.4056714815317,-49.2942594154549,-49.7697804271128,43.6501119982893,"N",1,1.9011968981389,-303.716174892018
"73",141.361562074441,47.0839928077096,0.535,2.1188527337457,0.865546784345955,24.2990788207424,0.979492406491119,0.951742166137143,0.055496273385748,"IOTF",1.89174868510307,0.543695051686881,1.97716987655449,0.672113415572381,1.786,0.47,1.78353409275114,0.466898800938735,"Y",1.66198557043054,-1.59374774034348,2.32013736292898,0.947763398039348,-46.4159909541408,-49.2655650724291,-49.9331800595083,41.6394920141822,"N",2,1.99562230955451,-413.658097176719
"74",145.539770609303,43.6164943395941,0.575,2.06148082236676,0.774001053132666,24.4795699252668,1.05495120759516,0.953442483696102,0.0544826798821195,"IOTF",1.91453178167319,0.54767381371385,1.99089432178201,0.675160055094801,1.796,0.474,1.79057785456165,0.451828883812738,"Y",1.67918993664485,-1.60286093634805,2.21987215387707,0.842099409318413,-46.2713562731764,-49.2360398766392,-51.5720286484449,42.9719955551814,"N",1,2.028781244978,-368.25807334922
"75",139.444977706494,43.7256629553017,0.54,2.2002475604223,0.802092998368053,24.6535283247825,0.937685495733453,0.963235337385946,0.041454936736586,"IOTF",1.99709270949413,0.495404970737184,2.06963390593756,0.618264734121608,1.866,0.399999999999999,1.86751744882957,0.406993607058766,"Y",1.78953108928673,-1.73404627145547,2.33005959902336,0.896146273359284,-46.4978165439619,-49.3407451137428,-46.5469569453328,43.5612704553573,"N",0,2.13652216244323,-454.827671578546
